Animal,Behavior,X.,StartI2FS,StartI2,EndI2,StartRNHF,EndRN,StartB3,EndB3,StartB6B9,EndB6B9,StartB43,EndB43,StartB38prot,EndB38prot,StartB38retr,EndB38retr,StartB10prot,EndB10prot,StartB10retr,StartB4B5,EndB4B5
Q30,thin swallow,18,466.9808,467.1788,468.1744,468.0778,469.5702,NaN,NaN,468.4159,469.9563,469.8552,470.8374,463.58,467.717,469.9006,471.7778,NaN,NaN,468.2804,468.184,470.2614
Q30,thick swallow,1,354.1882,354.4082,356.1508,355.7806,359.5044,357.255,359.3638,356.6645,359.23,359.4321,360.0226,353.4014,354.9294,359.4722,360.8778,NaN,NaN,356.428,356.1064,359.6948
Q30,thick swallow,2,360.3842,360.3842,361.234,361.229,363.2578,362.0296,363.2186,361.8435,362.6947,363.2689,364.0922,359.6302,360.8778,363.2962,364.753,NaN,NaN,361.5677,360.9236,363.2446
Q30,thick swallow,3,375.8184,376.1584,377.0654,376.8792,379.4224,378.192,379.228,377.7784,379.3878,379.5338,380.0608,375.6036,376.6764,379.946,380.4672,NaN,NaN,377.1257,377.0554,379.4992
Q30,thick swallow,4,380.043,380.533,381.4276,381.2246,383.2064,382.3484,383.158,382.0329,383.0635,383.2715,384.1106,379.6706,381.1902,384.0998,384.6922,NaN,NaN,381.4664,381.3804,383.294
Q30,thick swallow,5,384.7084,384.7084,385.662,385.3892,387.1344,386.6038,387.1114,386.1707,387.2455,387.2684,387.7716,383.4006,385.2848,387.2926,388.6374,NaN,NaN,385.6405,385.5286,387.433
Q30,thick swallow,6,389.1526,389.1526,390.0854,389.8614,391.6228,391.3968,391.619,390.6635,391.8171,391.8055,392.2064,387.396,389.4746,391.8112,392.791,NaN,NaN,390.1147,390.001,391.5854
Q30,thick swallow,7,394.4658,394.4658,395.6818,395.3284,397.7872,397.189,397.7706,395.9673,397.9159,397.7187,398.7614,391.9964,394.7284,397.7244,399.7272,NaN,NaN,395.6127,395.6108,397.896
Q30,thick swallow,8,399.303,399.4374,400.293,400.0642,402.1912,401.443,402.1402,400.8269,402.1839,402.3856,403.0564,397.9398,399.9354,402.3904,403.9844,NaN,NaN,400.3431,400.2198,402.1732
Q30,thick swallow,9,405.378,405.378,406.4062,406.0046,408.612,407.799,408.5326,406.8957,408.6629,408.7013,409.4246,403.0054,405.77,408.873,410.1412,NaN,NaN,406.4101,406.4426,408.711
Q30,thick swallow,10,584.5068,584.9874,585.6354,585.5956,588.0274,586.515,587.9292,586.4139,588.0003,588.0267,588.8493,583.0844,585.5158,588.1973,589.9119,NaN,NaN,585.9185,585.7674,588.0936
Q30,thick swallow,11,589.208,589.5138,590.4854,590.5472,592.696,591.3674,592.6004,591.1099,592.5386,592.7579,593.5093,588.0778,590.4322,593.0209,594.6399,NaN,NaN,590.7329,590.7114,592.8962
Q30,thick1cm swallow,1,635.1802,635.1802,636.4794,636.3028,639.8946,638.1754,639.7682,636.9021,639.0252,640.1011,640.6776,634.7152,636.009,640.1826,641.4396,NaN,NaN,636.5567,635.9422,639.923
Q30,thick1cm swallow,2,641.0146,641.0146,642.1578,641.9498,643.8286,642.9654,643.7336,642.2779,643.6225,643.99461,644.7824,640.6786,641.7846,644.1068,645.114,NaN,NaN,642.1735,642.1536,643.9956
Q30,thick1cm swallow,3,651.0718,651.0718,652.5718,652.2188,654.555,654.3236,654.3237,652.9727,654.5357,654.5306,655.287,648.2418,651.5184,654.559,655.7626,NaN,NaN,652.4837,652.1468,654.7484
Q30,thick1cm swallow,4,659.5504,659.8504,661.0418,660.599,663.973,662.9938,663.7948,661.8285,663.7579,663.8725,664.5224,656.8372,659.414,663.9626,665.4894,660.5818,660.5819,661.0219,660.2688,664.1068
Q30,thick1cm swallow,5,664.4698,665.1098,666.0622,665.9432,668.5338,666.8062,668.4542,666.1901,668.6167,668.3829,669.397,664.1048,665.7304,668.4284,670.3296,NaN,NaN,666.1805,666.111,668.6856
Q30,thick1cm swallow,6,670.0652,670.1826,671.1184,670.926,673.0826,672.1136,672.9976,671.6297,673.2667,673.1815,674.0004,669.3476,670.5804,673.1858,674.7508,NaN,NaN,671.1369,671.0368,673.3176
Q30,thick1cm swallow,7,681.2608,681.2608,682.5878,682.2968,684.9026,684.038,684.7372,682.7309,684.9745,684.9079,685.7682,676.0832,681.3424,684.9272,686.7364,NaN,NaN,682.4895,682.6474,685.2004
Q30,thick1cm swallow,8,691.2528,691.6128,692.8148,692.385,695.2498,694.5078,695.1846,693.2687,695.2085,695.3366,696.2302,685.6848,691.7278,695.48,697.0564,NaN,NaN,692.7845,692.0872,695.3026
Q30,thick1cm swallow,9,700.5136,700.5136,701.8904,701.603,704.6586,703.3578,704.276,702.5837,704.0699,704.1655,705.2534,695.3688,701.0086,704.1806,705.8538,NaN,NaN,701.8927,701.6086,704.7406
Q30,thick1cm swallow,10,705.1616,705.1616,706.5202,706.2906,708.2246,707.2558,708.0798,706.9479,708.1531,708.3393,708.9714,705.11,705.8538,708.4976,709.785,NaN,NaN,706.5299,706.3362,708.293
Q30,thick1cm swallow,11,715.3798,715.3798,716.83,716.3196,719.2032,718.2274,719.1632,717.2457,718.9017,719.2593,719.9634,709.249,715.5972,719.282,720.8684,NaN,NaN,716.8437,716.453,719.3166
Q30,thick1cm swallow,12,719.85,719.85,721.59,721.3144,723.701,722.868,723.6302,722.2505,723.8473,723.7568,724.7584,719.8652,720.8684,723.8024,725.7046,NaN,NaN,721.7101,721.6462,723.6988
Q30,thick1cm swallow,13,725.0738,725.0738,726.0732,725.8894,727.2718,NaN,NaN,726.7129,727.3803,727.6884,728.3186,724.51,725.7046,727.7044,728.6526,NaN,NaN,726.2797,726.093,727.372
Q30,thick1cm swallow,14,748.102,748.102,750.052,748.9792,752.8816,752.1846,752.7676,750.4785,752.6273,752.9019,754.0418,741.1736,747.3308,753.0804,754.9698,NaN,NaN,750.0803,749.9414,752.9742
Q30,thick1cm swallow,15,758.1776,758.1776,759.4676,759.169,761.3894,761.0206,761.3396,759.8565,761.2827,761.5265,762.4634,753.3392,758.2634,761.6808,763.0942,NaN,NaN,759.3867,758.9532,761.5022
Q30,thick1cm swallow,16,762.2526,762.8226,764.244,763.7212,766.8486,765.456,766.654,764.5073,766.7602,766.8487,767.6336,761.6699,763.0881,766.9926,768.538,NaN,NaN,764.2239,763.7186,766.8764
Q30,thick1cm swallow,17,767.9882,767.9882,769.1382,768.941,770.2096,770.1042,770.1043,769.4781,770.3757,770.3575,771.111,766.9921,768.6779,770.4862,772.097,NaN,NaN,769.2337,769.111,770.4274
Q30,VR swallow,1,580.1986,580.7486,582.5986,581.1269,584.7224,582.6642,584.828,582.7321,584.7566,584.7769,585.7554,577.0155,579.3323,584.8222,586.7326,582.4402,582.4403,582.6465,582.574,584.9184
Q30,VR swallow,2,589.14,589.45,591.09,590.4748,593.3646,591.23,593.5412,591.3795,593.51,593.5086,594.284,585.8567,589.7602,593.5124,595.19,NaN,NaN,591.0935,591.1428,593.606
Q30,VR swallow,3,598.0042,598.4542,599.6626,599.2714,601.5802,599.7492,601.9316,599.7789,601.6194,601.741,602.5278,595.4208,598.9596,601.7592,603.2878,NaN,NaN,599.7749,599.6756,602.009
Q30,VR swallow,4,615.0362,615.3222,616.789,616.4776,618.6406,617.0918,618.8318,616.8725,618.8454,618.958,619.7362,612.0193,615.763,619.0398,620.6716,NaN,NaN,616.8759,616.7666,618.9378
Q30,VR swallow,5,620.8116,620.8116,622.6326,621.8294,624.5574,622.6342,624.2764,622.3795,624.432,624.3887,624.878,618.9373,620.8735,624.4502,625.6448,NaN,NaN,622.4543,622.3088,624.4914
Q30,VR swallow,6,629.3966,629.5566,630.9446,630.4951,632.621,630.9224,632.6814,630.9479,632.58,632.7616,633.1594,626.627,629.8822,632.782,633.8094,NaN,NaN,630.9484,630.731,632.7486
Q30,VR swallow,7,638.358,638.378,640.718,639.7036,642.515,640.7232,642.4538,640.5725,642.52,642.5912,643.1486,633.2019,638.4605,642.6024,643.9886,NaN,NaN,640.5717,640.678,642.7068
Q30,VR swallow,8,647.6312,647.7612,649.6588,648.8598,651.506,649.8572,651.5294,649.9107,651.4894,651.6967,652.443,645.797,647.9692,651.7198,652.6796,NaN,NaN,649.6329,649.5786,651.5872
Q30,VR swallow,9,226.9652,227.4052,228.4218,228.0404,229.4108,NaN,NaN,229.266,230.1076,230.19,231.0642,226.8915,227.7815,230.3972,231.6252,NaN,NaN,228.5973,228.2956,230.0942
Q30,VR swallow,10,230.5574,231.2402,232.5188,231.8432,233.114,NaN,NaN,232.7292,233.5372,233.5702,234.4816,226.8996,227.7804,233.2147,234.0329,228.4805,228.4806,232.3617,232.0156,233.5546
Q30,VR swallow,11,244.2744,244.8944,245.8344,245.5976,249.2538,246.7888,249.242,246.6865,249.189,249.3372,249.8098,244.4246,245.2766,249.346,250.7324,NaN,NaN,245.9869,245.959,249.4012
Q30,VR swallow,12,260.9662,260.9662,262.1932,262.0154,265.5854,262.9284,265.5166,262.6258,265.4658,265.6723,266.2282,260.7986,261.4654,265.9644,266.8896,NaN,NaN,262.3905,262.2946,265.6296
Q30,VR swallow,13,271.8934,271.8934,273.3732,273.0576,275.163,274.6224,275.0046,273.7803,275.1746,275.3172,275.6064,271.8445,272.6307,275.6494,276.0542,272.6783,273.0627,273.2259,272.4874,275.487
Q30,VR swallow,14,275.7294,275.9794,277.0802,276.8736,278.8756,278.0678,278.868,277.7016,278.6608,278.9956,279.4172,275.4001,276.7855,279.3046,279.7398,NaN,NaN,277.0825,277.0294,279.2976
Q30,rejection,1,276.668,276.8758,278.0352,276.6332,278.548,278.384,280.0448,278.3229,279.9584,280.0859,280.628,NaN,NaN,280.115,280.606,277.5316,277.5317,277.9463,277.6428,280.1376
Q30,rejection,2,282.2034,282.2034,283.1132,282.1734,283.8846,283.4396,285.424,283.1952,285.3806,285.4691,286.0346,NaN,NaN,285.5152,285.5912,NaN,NaN,283.0979,282.6788,285.5322
Q30,rejection,3,287.9442,288.3242,290.2242,288.7252,291.5482,291.3202,291.5916,290.316,291.4364,291.6612,292.6062,NaN,NaN,291.7082,292.0696,289.4266,290.2218,290.2829,288.759,291.9334
Q30,rejection,4,297.9996,298.328,299.347,298.6816,300.254,NaN,NaN,299.7938,300.5994,300.901,301.458,297.8414,298.3404,301.3854,302.0616,NaN,NaN,299.3802,299.3698,300.876
Q30,rejection,5,567.7274,568.3074,569.4674,567.8906,569.3139,570.3996,571.7332,569.8626,571.4646,571.6744,572.986,NaN,NaN,571.7194,573.2494,NaN,NaN,569.5218,567.7408,571.8408
Q30,rejection,6,573.1432,573.3332,574.1332,572.8156,574.1947,575.0868,575.5256,574.5386,575.599,575.7083,576.1476,572.6077,573.2485,575.9692,577.0742,573.8515,574.1307,574.1813,573.5918,575.6652
Q30,rejection,7,582.5918,582.5918,584.4818,582.684,585.7546,585.8853,585.8854,585.2838,586.3272,586.631,587.0808,580.8078,583.3752,586.6956,586.702,584.2217,584.4479,584.5073,584.1468,586.3924
Q30,rejection,8,501.2026,501.6226,503.1402,500.868,502.7463,503.9195,503.9196,503.4048,504.4478,504.4793,505.4252,NaN,NaN,504.6096,506.2214,501.2346,503.087,503.2065,502.0982,504.308
Q30,rejection,9,512.0394,512.1294,514.4394,511.8886,513.994,NaN,NaN,514.7626,515.7745,516.0316,516.8184,NaN,NaN,516.2978,517.7576,512.0468,514.3396,514.435,512.528,515.6564
Q30,rejection,10,527.4686,527.4686,529.8986,527.2058,529.7424,NaN,NaN,530.1842,531.2264,531.3558,532.3084,NaN,NaN,531.4314,532.053,528.6051,529.7927,529.9522,527.534,531.1692
Q30,rejection,11,544.918,545.188,549.1194,544.2846,549.0724,NaN,NaN,549.3458,551.0044,551.0263,551.9518,NaN,NaN,552.8626,552.8626,547.5297,548.7959,549.2714,544.774,551.0456
Q30,rejection,12,565.8796,566.0096,568.4866,565.9022,568.1609,NaN,NaN,568.6577,570.9553,570.8195,571.6958,NaN,NaN,570.9376,572.5348,567.2233,568.5807,568.634,567.2266,570.2174
Q30,rejection,13,804.934,804.934,808.1562,805.0972,808.228,809.5044,810.6226,808.5085,810.5602,810.6885,812.3012,804.9146,804.921,810.7314,812.3618,806.1191,808.1217,808.2271,805.7436,810.5096
Q30,rejection,14,811.7358,812.3158,813.8094,812.2146,813.7748,814.6646,815.626,813.9941,815.6716,815.7875,817.4138,811.2634,812.3618,815.9474,818.32,813.2129,813.8775,813.9491,813.1336,815.7168
Q4,Nmbite,1,223.2015,224.397,225.7785,225.814,227.994,227.1855,228.221,227.9282,228.7352,228.4812,229.4702,223.2175,224.778,228.7937,229.6392,225.0209,225.3839,225.9464,225.9644,227.8329
Q4,Nmbite,2,667.8645,669.267,670.556,670.469,672.586,672.6033,672.6034,671.854,673.2565,672.9958,673.7008,667.5013,669.7583,NaN,NaN,NaN,NaN,670.8618,670.9063,672.5703
Q4,Nmbite,3,312.3061,313.3405,314.6325,314.6321,316.9706,316.3686,317.1896,316.1933,317.0693,317.0267,318.0983,311.9912,314.5073,317.0652,317.5983,NaN,NaN,314.7587,314.5777,314.5778
Q4,Nmbite,4,320.974,321.4885,322.893,322.9555,325.761,324.739,325.688,324.3842,325.8757,325.5107,326.4677,320.8238,322.0012,NaN,NaN,NaN,NaN,323.1237,323.1658,325.6993
Q4,Nmbite,5,339.3949,340.4629,341.8649,341.7905,344.8505,343.278,344.861,342.7242,344.9602,344.6343,345.5567,339.0369,341.7029,NaN,NaN,NaN,NaN,342.0594,342.8804,344.3984
Q4,Nmbite,6,378.7244,379.4274,380.8714,380.8868,383.5023,383.0557,383.4918,382.5868,382.5869,383.9038,384.4307,378.9524,379.5204,NaN,NaN,NaN,NaN,381.1374,382.0664,383.4899
Q4,Nmbite,7,394.1815,395.4165,396.503,396.6763,399.3998,398.5813,399.9948,398.9423,399.7253,399.9432,400.2087,394.2543,395.8553,NaN,NaN,NaN,NaN,396.8188,NaN,NaN
Q19,Nmbite,3,645.9201,646.32,647.5556,647.5811,649.0956,649.4356,649.7371,649.4778,649.8493,649.6378,650.1348,NaN,NaN,NaN,NaN,NaN,NaN,648.5159,648.5567,649.4543
Q4,Nmswallow,1,547.973,548.296,550.701,550.7535,552.829,552.3506,552.6726,552.2088,553.2708,533.2183,553.7268,547.7901,549.8386,553.8461,553.8462,550.2576,550.5116,550.9306,548.8828,552.6748
Q4,Nmswallow,2,567.459,567.775,570.0375,570.086,572.274,570.649,572.021,571.0478,572.1503,572.1623,572.9018,566.8248,569.8748,572.6148,572.9928,NaN,NaN,570.5707,570.7925,572.4665
Q4,Nmswallow,3,448.421,448.421,451.0785,450.909,453.0685,452.0055,452.8425,452.3225,453.2945,452.8662,453.9282,448.0734,450.5594,NaN,NaN,NaN,NaN,451.2192,452.2344,452.6959
Q4,Nmswallow,4,500.075,500.3795,502.322,502.3715,505.089,503.57,504.954,503.3562,505.1057,505.0432,505.7498,499.5182,501.5677,505.7643,506.1102,NaN,NaN,502.6062,503.7183,505.0822
Q4,Nmswallow,5,521.7995,522.086,524.5505,524.549,526.837,525.0905,526.657,525.315,526.8115,526.6255,527.447,520.8898,524.4818,526.8533,527.1703,NaN,NaN,524.9223,525.2259,527.0874
Q27,Nmswallow,1,584.2442,584.3225,585.762,585.5797,588.7798,586.2647,588.5282,586.4094,588.2924,588.2729,589.4106,584.1449,585.0797,588.4127,589.3737,NaN,NaN,585.8202,585.7609,586.1464
Q27,Nmswallow,2,589.896,589.896,591.8632,591.2608,594.1832,591.9203,593.9785,591.9997,594.058,594.2142,594.8397,588.8808,591.1552,594.0833,594.6608,NaN,NaN,591.5497,591.3974,591.7381
Q27,Nmswallow,3,609.5891,609.5891,612.8081,612.7566,615.0226,613.1624,614.8551,613.3379,615.0366,614.8938,615.7962,608.6703,612.5035,615.588,615.823,NaN,NaN,613.0776,612.8686,612.9721
Q27,Nmswallow,4,643.5752,643.5752,645.399,645.1662,647.6498,645.8647,647.7012,645.9129,647.6099,647.7374,648.1141,642.1124,644.4619,NaN,NaN,NaN,NaN,645.4645,645.2939,645.5966
Q10,NMrejection,1,764.329,764.329,767.8415,763.827,767.251,769.445,771.3735,768.3803,771.2543,771.4468,772.0328,765.2343,766.9378,NaN,NaN,NaN,NaN,768.0763,766.8518,771.2038
Q27,NMrejection,1,1039.5373,1039.7497,1043.6605,1042.0048,1043.5298,1044.8804,1047.0519,1043.7572,1047.1761,1047.3646,1048.1176,NaN,NaN,NaN,NaN,NaN,NaN,1043.8495,1043.6541,1044.4861
Q27,NMrejection,2,494.1073,495.184,498.6785,495.3263,497.8658,502.2043,502.6305,499.1993,502.8481,502.8213,503.8201,NaN,NaN,NaN,NaN,NaN,NaN,498.9351,497.4464,502.3022
Q28,NMrejection,1,431.3762,431.773,433.6436,431.8772,433.517,435.2248,437.4244,434.0506,437.0698,436.9558,438.1884,428.7004,431.8184,437.0318,438.3246,NaN,NaN,433.8915,433.2373,435.5929
Q28,NMrejection,2,485.4028,485.6234,487.9404,485.8126,487.5464,489.3904,490.8722,488.3631,490.9811,490.8953,491.5455,482.4775,485.1925,490.9805,492.5173,NaN,NaN,488.0907,486.9619,490.7717
Q30,NMrejection,1,517.5948,517.5948,518.505,518.1005,519.0021,519.5499,520.9065,518.5413,521.5161,520.9207,521.6977,NaN,NaN,NaN,NaN,NaN,NaN,518.4959,517.3045,520.9689
Q30,NMrejection,2,522.4321,522.5905,523.9247,522.7323,524.3915,525.0169,525.7005,523.9123,526.2193,525.6582,526.551,522.1837,523.0791,NaN,NaN,522.6163,523.6521,523.9059,522.4873,526.2289
Q30,NMrejection,3,544.9149,546.4427,549.1651,544.2897,548.9983,NaN,NaN,549.2788,551.3716,551.5706,553.037,543.9349,543.0453,551.043,552.8474,544.7747,548.9595,549.1048,544.7473,549.6919
Q30,NMrejection,4,783.7059,783.9425,786.4311,784.0325,786.8701,788.3629,788.363,786.6109,788.8229,788.7429,789.7215,783.1987,783.7191,789.0819,789.6889,784.4651,786.4551,786.5659,784.2688,788.5946
SBM1,SBMbite,1,934.097,934.3025,935.9875,935.692,937.6425,NaN,NaN,936.2116,937.9141,937.8446,938.1046,934.0011,934.1626,NaN,NaN,934.3301,935.8891,936.0581,935.9725,937.6015
SBM1,SBMbite,2,946.5505,946.774,948.3745,947.713,949.872,949.99,949.9901,948.5723,950.7962,950.6638,951.0147,NaN,NaN,951.3252,951.3253,946.7523,948.4383,948.6453,948.2192,950.1733
SBM1,SBMswallow,1,1005.0488,1005.2373,1006.7583,1006.6718,1010.3323,1008.3823,1010.2868,1007.1578,1010.0953,1010.2093,1011.0178,1005.1578,1005.4833,1011.2633,1012.3073,1005.9068,1005.9068,1006.8508,1006.7383,1010.6288
SBM1,SBMswallow,2,1016.0061,1016.2376,1017.8405,1017.8441,1021.1201,1019.4466,1021.0901,1018.1768,1020.9858,1021.2868,1021.6378,1015.1588,1016.7573,1021.4188,1022.4128,NaN,NaN,1017.8973,1017.8931,1021.726
SBM1,SBMswallow,3,1030.5045,1030.5045,1033.663,1033.5635,1037.52,1035.7443,1037.4333,1033.9958,1037.2273,1037.6783,1038.1778,1030.0878,1030.4253,1038.2058,1039.7218,1031.3773,1033.2363,1033.7703,1033.7043,1037.5988
SBM1,SBMswallow,4,1046.6808,1046.6808,1049.8803,1049.7788,1053.0268,1052.0313,1052.9703,1050.2552,1052.8853,1053.1888,1053.6468,1046.1958,1046.4638,1053.5073,1054.7417,1047.4388,1049.6963,1049.9233,1049.9903,1053.0413
SBM1,SBMrejection EN,1,89.204,89.204,93.8395,86.9066,93.5276,98.3081,101.0166,94.4393,100.8713,100.2947,101.3172,NaN,NaN,101.4698,101.6323,86.45,90.902,93.8942,93.3475,101.2065
SBM1,SBMrejection EN,2,106.2465,106.2465,108.934,103.6185,108.667,108.472,120.5585,109.0102,120.5608,120.8108,121.8452,NaN,NaN,NaN,NaN,NaN,NaN,109.0382,108.6643,120.5788
SBM1,SBMrejection EN,3,251.754,252.2875,255.0595,250.31,254.6435,259.403,261.0355,255.0583,261.5172,260.7892,261.8062,NaN,NaN,NaN,NaN,249.7378,254.7578,255.2457,254.339,261.5945
SBM1,SBMrejection EN,4,266.4285,266.7095,269.1365,265.8495,268.895,273.229,275.774,269.2697,275.5012,275.2987,276.2597,NaN,NaN,NaN,NaN,264.4742,268.8922,269.3617,268.6792,275.4242
SBM1,SBMrejection EN,5,394.213,394.59,398.8895,389.839,398.196,402.348,405.5725,398.684,404.8887,405.2867,407.9147,NaN,NaN,NaN,NaN,393.7432,398.2398,398.9268,397.6212,406.4477
SBM1,SBMrejection EN,6,409.549,409.864,412.528,406.712,412.2945,416.6455,419.035,412.6697,419.3012,418.8762,419.5852,NaN,NaN,419.4042,419.7302,408.0288,412.1198,412.7297,411.9312,418.5357
SBM2,SBMswallow,1,106.1162,106.8997,115.7197,115.3878,124.3357,119.2782,124.1452,117.4323,123.5262,123.7117,124.9492,105.3323,115.1952,124.7442,125.3832,NaN,NaN,115.4657,115.4297,124.3737
SBM2,SBMswallow,2,160.359,160.359,167.1605,166.8825,172.602,170.127,172.3865,168.6627,172.4191,172.2281,173.5186,160.2051,166.6621,173.0061,173.6471,NaN,NaN,166.9231,166.9616,172.4171
SBM2,SBMswallow,3,174.4545,174.4545,182.3145,182.1805,188.0525,185.5635,187.842,183.8132,188.0098,188.2077,188.8962,174.454,182.077,188.5847,188.8552,NaN,NaN,182.2525,182.2805,188.0615
SBM2,SBMrejection EN,1,1165.9258,1166.554,1176.3693,1167.8055,1176.2995,1182.576,1186.142,1177.2758,1185.5668,1185.9738,1186.6073,NaN,NaN,1185.5673,1188.9713,1163.5863,117.2953,1176.699,1176.3943,1185.8008
SBM2,SBMrejection EN,2,1647.3785,1647.3785,1651.197,1643.7165,1650.7795,1659.223,1665.602,1652.2213,1666.2274,1665.3753,1666.1948,NaN,NaN,1665.0888,1667.3883,1643.7552,1651.0868,1651.4568,1651.2083,1665.3413
SBM2,SBMrejection EN,3,1725.388,1725.388,1737.458,1725.6555,1737.6235,1744.819,1752.354,1738.5413,1751.6443,1752.2897,1753.1463,NaN,NaN,1752.4083,1753.4003,1723.6113,1737.3788,1737.8553,1737.4333,1752.2243
SBM2,SBMrejection EN,4,1823.3995,1823.3995,1831.4275,1820.2765,1830.8755,1836.1575,1841.1575,1832.1018,1840.9684,1840.7988,1841.803,NaN,NaN,1841.4674,1842.5539,1820.2129,1831.1079,1832.1018,1831.2143,1841.2443
SBM2,SBMrejection EN,5,1881.728,1881.728,1892.9115,1882.317,1892.9555,1897.65,1902.3045,1893.5808,1901.2963,1901.3463,1902.3953,NaN,NaN,1901.6883,1903.7733,1877.1703,1892.6748,1893.0908,1892.7363,1902.0993
SBM2,SBMrejection EN,6,1934.5245,NaN,1949.561,1936.8235,1949.4265,1954.4845,1958.8885,1950.2458,1958.5828,1958.9568,1960.1518,NaN,NaN,1958.8073,1960.3353,1934.3183,1949.3918,1949.7698,1949.4053,1958.5753
SBM121412,SBMrejectionBN2A,1,0.3183,0.9234,2.1021,1.1499,2.1804,3.3481,4.1045,2.502,4.194,3.8743,5.1604,NaN,NaN,NaN,NaN,1.4297,2.0493,2.4149,2.0969,3.4135
SBM121412,SBMrejectionBN2A,2,0.8919,1.2806,3.2296,1.711,3.3344,4.4025,5.4584,4.1318,4.6647,5.3778,6.4921,0.3383,1.8456,6.1899,6.8358,NaN,NaN,3.2843,3.0573,5.2843
SBM121412,SBMrejectionBN2A,3,0.3679,0.7003,2.2945,1.0212,2.5605,3.5744,4.4644,3.4797,4.6321,4.5699,5.443,0.1313,0.8607,5.617,5.8432,1.8151,2.1913,2.4727,2.2255,3.7781
SBM121412,SBMrejectionBN2A,4,0.241,0.4897,2.3703,1.0491,2.588,3.645,4.6943,2.5911,4.6709,4.7697,5.3683,0.0856,0.5907,5.0828,6.363,1.1269,2.0984,2.4964,2.3163,3.5735
SBM121412,SBMrejectionBN2A,5,0.4413,0.9357,2.5247,0.8988,2.5574,3.6411,4.6327,4.0964,4.582,4.7486,5.3156,NaN,NaN,NaN,NaN,0.0653,2.0917,2.6962,2.4543,3.6429
SBM121412,SBMrejectionBN2A,6,0.7202,0.9442,3.0064,1.8273,2.9163,4.1898,5.1329,3.4604,5.3365,5.3544,5.9442,NaN,NaN,NaN,NaN,0.7921,2.6553,3.1232,2.9082,4.1165
SBM121412,SBMrejectionBN2A,7,0.9632,1.5083,3.3563,1.4795,3.4558,4.6771,5.6703,4.2256,5.411,5.7834,6.449,0.1589,1.6881,5.891,7.6265,0.8241,3.1877,3.6544,3.3962,4.6374
SBM121412,SBMrejectionBN2A,8,1.7201,2.2326,4.0601,2.4895,3.9512,5.2568,6.2587,5.5242,6.2223,6.5547,6.8573,0.52,1.48,6.5102,6.9901,1.21,3.0201,4.15,3.3962,4.6374
SBM122012,SBMrejectionSpont,1,2.0121,4.6132,7.4282,3.3777,7.1551,9.0234,10.0341,7.5432,10.1964,10.0912,11.3129,0.1045,0.9291,10.719,11.3287,6.9987,7.3855,7.5299,7.1775,9.5179
SBM122012,SBMrejectionSpont,2,1.3173,4.358,6.8237,3.8691,6.5609,9.099,10.1152,7.0426,10.4665,10.3484,11.0377,NaN,NaN,10.2872,11.0785,6.4178,6.4249,6.99321,6.6575,9.6115
SBM122012,SBMrejectionSpont,3,2.3886,2.8347,5.1203,1.2036,5.158,7.3993,8.3875,5.5719,8.4535,8.9252,9.6827,0.0824,0.4118,8.6119,9.9719,4.1123,5.0296,5.323,4.4471,8.3547
SBM122012,SBMrejectionSpont,4,3.9261,4.0832,7.1876,0.6354,7.0867,9.1484,10.1919,7.4615,10.3451,10.2922,11.4132,NaN,NaN,10.315,10.6508,4.1399,7.0404,7.3002,6.4816,9.7385
SBM122012,SBMrejectionSpont,5,2.5607,2.7474,5.5553,0.2518,5.5554,7.2704,8.3016,5.8084,8.6286,8.7443,9.4858,4.086,4.9256,8.6634,8.9914,3.303,5.2884,5.6591,5.3059,8.0322
SBM122012,SBMrejectionSpont,6,2.5608,2.8919,5.5273,0.2281,5.557,7.0309,8.2994,5.8102,8.6205,8.7382,9.6276,4.1,4.9256,8.5394,8.996,3.3065,5.2979,5.6601,5.3031,8.0245
SBM122012,SBMrejectionSpont,7,1.1477,3.3979,5.9598,1.4971,5.7281,7.571,8.7832,6.1953,8.9541,8.8658,9.335,NaN,NaN,9.0616,9.7085,0.1106,5.614,5.946,5.8335,8.2217
SBM122012,SBMrejectionSpont,8,1.2771,2.4093,4.3804,1.0619,4.201,6.1454,7.0563,4.5184,7.7762,7.6263,8.1358,NaN,NaN,7.6455,8.262,NaN,NaN,4.4316,4.3149,6.5478
SBM122012,SBMrejectionSpont,9,0.7916,3.2963,5.735,0.7318,5.5557,8.127,8.858,5.884,9.0879,9.4719,9.8433,NaN,NaN,9.298,9.9793,5.2977,5.3138,5.5061,5.4929,8.3652
SBM122012,SBMrejectionSpont,10,0.8044,2.2235,4.4484,0.6388,4.3184,6.4303,7.436,4.5987,7.6776,7.5456,8.2262,NaN,NaN,7.5253,8.2746,NaN,NaN,4.5643,4.4175,6.427
SBM122012,SBMbite,1,0.2625,1.1711,4.4238,4.3305,5.6187,5.1395,5.9235,4.4991,6.1983,5.8784,6.2687,0.0104,0.3496,6.0653,6.6219,2.2869,4.2459,4.4017,4.382,5.619
SBM122012,SBMbite,2,0.4215,1.3365,4.5957,4.3456,5.86,5.2975,6.1458,4.6298,5.8866,6.0883,6.5736,0.2082,1.0492,5.9589,7.2768,2.7245,4.3282,4.4968,4.5667,5.8297
SBM122012,SBMbite,3,0.4952,0.6725,3.2565,3.0818,4.415,3.9029,4.9604,3.2817,4.6445,5.059,5.3983,0.0599,0.4842,4.9101,5.6991,2.0563,3.1139,3.2566,3.1769,4.4045
